TimeStamp,CoinName,OrderType,Price,OrderUuid
2017-10-09T18:12:20.95,BTC-OK,LIMIT_BUY,0.05941999,8d428d85-cbf4-425e-a147-eb0260c79128
2017-10-09T18:01:21.203,BTC-OK,LIMIT_BUY,0.11307849,1e9d647d-c24a-485a-aa24-67a722bd4e69
2017-10-09T17:59:43.98,BTC-QTUM,LIMIT_SELL,0.04128366,435f2d7d-484e-41d1-bd5b-ff53d780358a
2017-10-08T13:58:35.963,BTC-QTUM,LIMIT_SELL,0.04828615,f4cffce3-2924-4e8c-81e5-4d03f63e7f29
2017-10-08T22:39:27.043,BTC-XLM,LIMIT_SELL,0.08296551,ec1b87b4-d1de-4be1-9fd6-d7806c1cb1bd
2017-10-08T15:35:50.45,BTC-XLM,LIMIT_BUY,0.08999999,fddc269a-fac2-4ec4-916b-3737005261ff
2017-10-08T15:39:35.987,BTC-BAT,LIMIT_SELL,0.09103078,3e67b6e6-44e8-4273-a00f-31423d5026f6
2017-10-08T15:31:35.13,BTC-BAT,LIMIT_BUY,0.08999999,a0e88dfa-75a6-423d-b383-28c31817fa08
2017-10-08T15:30:48.427,BTC-OMG,LIMIT_SELL,0.09090375,9ce5e84e-6c18-413a-9c21-6419ba832e24








